4.635305e+04, 2.370153e+03, 1.600000e+00
6.525497e+03, 1.047775e+04, 2.200000e+00
-2.106745e+04, -1.307495e+04, 4.200000e+00
4.959609e+04, -9.433862e+02, 3.000000e+00
3.984528e+04, -1.323006e+03, 1.200000e+00
1.733924e+04, 1.200165e+04, 1.000000e+00
-1.109429e+04, 4.718374e+03, 1.800000e+00
1.261568e+04, 1.515250e+04, 3.400000e+00
3.027343e+04, 1.173050e+04, 1.600000e+00
4.253516e+04, 1.920033e+03, 1.000000e+00
4.177049e+04, 4.829000e+02, 1.600000e+00
-4.020029e+04, -2.303184e+04, 3.800000e+00
-4.332944e+04, -1.684946e+04, 3.000000e+00
3.400456e+04, 4.989531e+03, 2.200000e+00
-2.289505e+04, -1.562383e+04, 1.600000e+00
1.525675e+04, 1.036929e+04, 4.400000e+00
5.693360e+04, -9.663798e+03, 6.000000e-01
-3.569908e+04, -1.082977e+04, 8.000000e-01
1.095620e+04, 1.516877e+04, 2.000000e+00
1.785444e+04, 1.023371e+04, 1.800000e+00
1.124905e+04, 1.686621e+04, 2.400000e+00
-1.345878e+04, 3.975403e+03, 2.600000e+00
3.981274e+04, 3.389704e+03, 2.200000e+00
4.421091e+04, -4.604007e+03, 1.200000e+00
-4.353010e+04, -2.612303e+04, 1.200000e+00
-3.002106e+04, -1.197948e+04, 1.000000e+00
-1.994259e+03, 8.156645e+03, 3.200000e+00
3.181903e+04, 1.303958e+02, 2.200000e+00
-2.059563e+04, -6.144179e+03, 1.000000e+00
2.105952e+04, 8.427803e+03, 2.800000e+00
5.512227e+04, -9.170292e+03, 6.000000e-01
5.652371e+03, 9.864935e+03, 8.000000e-01
2.107579e+04, 1.320017e+04, 1.800000e+00
-2.851115e+03, 1.213723e+04, 2.400000e+00
-3.243978e+04, -2.156217e+04, 4.400000e+00
-4.735884e+04, -1.930614e+04, 3.800000e+00
-4.194654e+04, -2.150252e+04, 2.200000e+00
1.709747e+03, 1.240297e+04, 3.600000e+00
2.995347e+04, 1.163288e+04, 4.200000e+00
4.004594e+04, -5.303592e+03, 1.000000e+00
5.728068e+04, -1.288514e+04, 2.000000e-01
4.954186e+04, -1.286345e+04, 0.000000e+00
-3.607328e+04, -1.696877e+04, 8.000000e-01
1.353220e+04, 1.243550e+04, 1.800000e+00
-3.392572e+04, -1.289057e+04, 1.200000e+00
-2.437556e+04, -1.136124e+04, 3.200000e+00
2.862480e+04, 4.458063e+03, 3.400000e+00
1.154190e+04, 9.984244e+03, 8.000000e-01
-3.601363e+04, -1.199033e+04, 8.000000e-01
3.909146e+04, 4.937463e+02, 2.400000e+00
-1.877346e+04, -7.201692e+03, 1.200000e+00
-5.980268e+03, 6.903900e+03, 3.400000e+00
4.663505e+04, -4.267772e+03, 2.600000e+00
-4.234786e+04, -1.308580e+04, 6.000000e-01
